value,coordinates,summary,flagInfo.hasFlags,parameter.id,parameter.name,parameter.units,parameter.displayName,period.label,period.interval,period.datetimeFrom.utc,period.datetimeFrom.local,period.datetimeTo.utc,period.datetimeTo.local,coverage.expectedCount,coverage.expectedInterval,coverage.observedCount,coverage.observedInterval,coverage.percentComplete,coverage.percentCoverage,coverage.datetimeFrom.utc,coverage.datetimeFrom.local,coverage.datetimeTo.utc,coverage.datetimeTo.local
28.6,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-02T05:00:00Z,2025-12-02T06:00:00+01:00,2025-12-02T06:00:00Z,2025-12-02T07:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-02T05:00:00Z,2025-12-02T06:00:00+01:00,2025-12-02T06:00:00Z,2025-12-02T07:00:00+01:00
22.748,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-02T06:00:00Z,2025-12-02T07:00:00+01:00,2025-12-02T07:00:00Z,2025-12-02T08:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-02T06:00:00Z,2025-12-02T07:00:00+01:00,2025-12-02T07:00:00Z,2025-12-02T08:00:00+01:00
15.984,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-02T07:00:00Z,2025-12-02T08:00:00+01:00,2025-12-02T08:00:00Z,2025-12-02T09:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-02T07:00:00Z,2025-12-02T08:00:00+01:00,2025-12-02T08:00:00Z,2025-12-02T09:00:00+01:00
20.673,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-02T08:00:00Z,2025-12-02T09:00:00+01:00,2025-12-02T09:00:00Z,2025-12-02T10:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-02T08:00:00Z,2025-12-02T09:00:00+01:00,2025-12-02T09:00:00Z,2025-12-02T10:00:00+01:00
25.674,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-02T09:00:00Z,2025-12-02T10:00:00+01:00,2025-12-02T10:00:00Z,2025-12-02T11:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-02T09:00:00Z,2025-12-02T10:00:00+01:00,2025-12-02T10:00:00Z,2025-12-02T11:00:00+01:00
20.797,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-02T10:00:00Z,2025-12-02T11:00:00+01:00,2025-12-02T11:00:00Z,2025-12-02T12:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-02T10:00:00Z,2025-12-02T11:00:00+01:00,2025-12-02T11:00:00Z,2025-12-02T12:00:00+01:00
26.946,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-02T11:00:00Z,2025-12-02T12:00:00+01:00,2025-12-02T12:00:00Z,2025-12-02T13:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-02T11:00:00Z,2025-12-02T12:00:00+01:00,2025-12-02T12:00:00Z,2025-12-02T13:00:00+01:00
26.571,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-02T12:00:00Z,2025-12-02T13:00:00+01:00,2025-12-02T13:00:00Z,2025-12-02T14:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-02T12:00:00Z,2025-12-02T13:00:00+01:00,2025-12-02T13:00:00Z,2025-12-02T14:00:00+01:00
23.922,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-02T13:00:00Z,2025-12-02T14:00:00+01:00,2025-12-02T14:00:00Z,2025-12-02T15:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-02T13:00:00Z,2025-12-02T14:00:00+01:00,2025-12-02T14:00:00Z,2025-12-02T15:00:00+01:00
24.154,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-02T14:00:00Z,2025-12-02T15:00:00+01:00,2025-12-02T15:00:00Z,2025-12-02T16:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-02T14:00:00Z,2025-12-02T15:00:00+01:00,2025-12-02T15:00:00Z,2025-12-02T16:00:00+01:00
36.089,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-02T15:00:00Z,2025-12-02T16:00:00+01:00,2025-12-02T16:00:00Z,2025-12-02T17:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-02T15:00:00Z,2025-12-02T16:00:00+01:00,2025-12-02T16:00:00Z,2025-12-02T17:00:00+01:00
47.144,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-02T16:00:00Z,2025-12-02T17:00:00+01:00,2025-12-02T17:00:00Z,2025-12-02T18:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-02T16:00:00Z,2025-12-02T17:00:00+01:00,2025-12-02T17:00:00Z,2025-12-02T18:00:00+01:00
45.797,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-02T17:00:00Z,2025-12-02T18:00:00+01:00,2025-12-02T18:00:00Z,2025-12-02T19:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-02T17:00:00Z,2025-12-02T18:00:00+01:00,2025-12-02T18:00:00Z,2025-12-02T19:00:00+01:00
29.982,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-02T18:00:00Z,2025-12-02T19:00:00+01:00,2025-12-02T19:00:00Z,2025-12-02T20:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-02T18:00:00Z,2025-12-02T19:00:00+01:00,2025-12-02T19:00:00Z,2025-12-02T20:00:00+01:00
29.129,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-02T19:00:00Z,2025-12-02T20:00:00+01:00,2025-12-02T20:00:00Z,2025-12-02T21:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-02T19:00:00Z,2025-12-02T20:00:00+01:00,2025-12-02T20:00:00Z,2025-12-02T21:00:00+01:00
22.581,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-02T20:00:00Z,2025-12-02T21:00:00+01:00,2025-12-02T21:00:00Z,2025-12-02T22:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-02T20:00:00Z,2025-12-02T21:00:00+01:00,2025-12-02T21:00:00Z,2025-12-02T22:00:00+01:00
19.713,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-02T21:00:00Z,2025-12-02T22:00:00+01:00,2025-12-02T22:00:00Z,2025-12-02T23:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-02T21:00:00Z,2025-12-02T22:00:00+01:00,2025-12-02T22:00:00Z,2025-12-02T23:00:00+01:00
17.563,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-02T22:00:00Z,2025-12-02T23:00:00+01:00,2025-12-02T23:00:00Z,2025-12-03T00:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-02T22:00:00Z,2025-12-02T23:00:00+01:00,2025-12-02T23:00:00Z,2025-12-03T00:00:00+01:00
14.781,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-02T23:00:00Z,2025-12-03T00:00:00+01:00,2025-12-03T00:00:00Z,2025-12-03T01:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-02T23:00:00Z,2025-12-03T00:00:00+01:00,2025-12-03T00:00:00Z,2025-12-03T01:00:00+01:00
10.98,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-03T00:00:00Z,2025-12-03T01:00:00+01:00,2025-12-03T01:00:00Z,2025-12-03T02:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-03T00:00:00Z,2025-12-03T01:00:00+01:00,2025-12-03T01:00:00Z,2025-12-03T02:00:00+01:00
12.605,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-03T01:00:00Z,2025-12-03T02:00:00+01:00,2025-12-03T02:00:00Z,2025-12-03T03:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-03T01:00:00Z,2025-12-03T02:00:00+01:00,2025-12-03T02:00:00Z,2025-12-03T03:00:00+01:00
13.59,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-03T02:00:00Z,2025-12-03T03:00:00+01:00,2025-12-03T03:00:00Z,2025-12-03T04:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-03T02:00:00Z,2025-12-03T03:00:00+01:00,2025-12-03T03:00:00Z,2025-12-03T04:00:00+01:00
12.292,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-03T03:00:00Z,2025-12-03T04:00:00+01:00,2025-12-03T04:00:00Z,2025-12-03T05:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-03T03:00:00Z,2025-12-03T04:00:00+01:00,2025-12-03T04:00:00Z,2025-12-03T05:00:00+01:00
13.59,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-03T04:00:00Z,2025-12-03T05:00:00+01:00,2025-12-03T05:00:00Z,2025-12-03T06:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-03T04:00:00Z,2025-12-03T05:00:00+01:00,2025-12-03T05:00:00Z,2025-12-03T06:00:00+01:00
12.54,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-03T05:00:00Z,2025-12-03T06:00:00+01:00,2025-12-03T06:00:00Z,2025-12-03T07:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-03T05:00:00Z,2025-12-03T06:00:00+01:00,2025-12-03T06:00:00Z,2025-12-03T07:00:00+01:00
16.38,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-03T06:00:00Z,2025-12-03T07:00:00+01:00,2025-12-03T07:00:00Z,2025-12-03T08:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-03T06:00:00Z,2025-12-03T07:00:00+01:00,2025-12-03T07:00:00Z,2025-12-03T08:00:00+01:00
20.299,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-03T07:00:00Z,2025-12-03T08:00:00+01:00,2025-12-03T08:00:00Z,2025-12-03T09:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-03T07:00:00Z,2025-12-03T08:00:00+01:00,2025-12-03T08:00:00Z,2025-12-03T09:00:00+01:00
25.993,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-03T08:00:00Z,2025-12-03T09:00:00+01:00,2025-12-03T09:00:00Z,2025-12-03T10:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-03T08:00:00Z,2025-12-03T09:00:00+01:00,2025-12-03T09:00:00Z,2025-12-03T10:00:00+01:00
28.266,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-03T09:00:00Z,2025-12-03T10:00:00+01:00,2025-12-03T10:00:00Z,2025-12-03T11:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-03T09:00:00Z,2025-12-03T10:00:00+01:00,2025-12-03T10:00:00Z,2025-12-03T11:00:00+01:00
23.892,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-03T10:00:00Z,2025-12-03T11:00:00+01:00,2025-12-03T11:00:00Z,2025-12-03T12:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-03T10:00:00Z,2025-12-03T11:00:00+01:00,2025-12-03T11:00:00Z,2025-12-03T12:00:00+01:00
21.153,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-03T11:00:00Z,2025-12-03T12:00:00+01:00,2025-12-03T12:00:00Z,2025-12-03T13:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-03T11:00:00Z,2025-12-03T12:00:00+01:00,2025-12-03T12:00:00Z,2025-12-03T13:00:00+01:00
20.57,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-03T12:00:00Z,2025-12-03T13:00:00+01:00,2025-12-03T13:00:00Z,2025-12-03T14:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-03T12:00:00Z,2025-12-03T13:00:00+01:00,2025-12-03T13:00:00Z,2025-12-03T14:00:00+01:00
24.905,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-03T13:00:00Z,2025-12-03T14:00:00+01:00,2025-12-03T14:00:00Z,2025-12-03T15:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-03T13:00:00Z,2025-12-03T14:00:00+01:00,2025-12-03T14:00:00Z,2025-12-03T15:00:00+01:00
23.992,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-03T14:00:00Z,2025-12-03T15:00:00+01:00,2025-12-03T15:00:00Z,2025-12-03T16:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-03T14:00:00Z,2025-12-03T15:00:00+01:00,2025-12-03T15:00:00Z,2025-12-03T16:00:00+01:00
26.698,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-03T15:00:00Z,2025-12-03T16:00:00+01:00,2025-12-03T16:00:00Z,2025-12-03T17:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-03T15:00:00Z,2025-12-03T16:00:00+01:00,2025-12-03T16:00:00Z,2025-12-03T17:00:00+01:00
26.692,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-03T16:00:00Z,2025-12-03T17:00:00+01:00,2025-12-03T17:00:00Z,2025-12-03T18:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-03T16:00:00Z,2025-12-03T17:00:00+01:00,2025-12-03T17:00:00Z,2025-12-03T18:00:00+01:00
32.925,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-03T17:00:00Z,2025-12-03T18:00:00+01:00,2025-12-03T18:00:00Z,2025-12-03T19:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-03T17:00:00Z,2025-12-03T18:00:00+01:00,2025-12-03T18:00:00Z,2025-12-03T19:00:00+01:00
38.799,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-03T18:00:00Z,2025-12-03T19:00:00+01:00,2025-12-03T19:00:00Z,2025-12-03T20:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-03T18:00:00Z,2025-12-03T19:00:00+01:00,2025-12-03T19:00:00Z,2025-12-03T20:00:00+01:00
24.607,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-03T19:00:00Z,2025-12-03T20:00:00+01:00,2025-12-03T20:00:00Z,2025-12-03T21:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-03T19:00:00Z,2025-12-03T20:00:00+01:00,2025-12-03T20:00:00Z,2025-12-03T21:00:00+01:00
21.811,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-03T20:00:00Z,2025-12-03T21:00:00+01:00,2025-12-03T21:00:00Z,2025-12-03T22:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-03T20:00:00Z,2025-12-03T21:00:00+01:00,2025-12-03T21:00:00Z,2025-12-03T22:00:00+01:00
19.255,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-03T21:00:00Z,2025-12-03T22:00:00+01:00,2025-12-03T22:00:00Z,2025-12-03T23:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-03T21:00:00Z,2025-12-03T22:00:00+01:00,2025-12-03T22:00:00Z,2025-12-03T23:00:00+01:00
13.02,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-03T22:00:00Z,2025-12-03T23:00:00+01:00,2025-12-03T23:00:00Z,2025-12-04T00:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-03T22:00:00Z,2025-12-03T23:00:00+01:00,2025-12-03T23:00:00Z,2025-12-04T00:00:00+01:00
15.498,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-03T23:00:00Z,2025-12-04T00:00:00+01:00,2025-12-04T00:00:00Z,2025-12-04T01:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-03T23:00:00Z,2025-12-04T00:00:00+01:00,2025-12-04T00:00:00Z,2025-12-04T01:00:00+01:00
16.5,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-04T00:00:00Z,2025-12-04T01:00:00+01:00,2025-12-04T01:00:00Z,2025-12-04T02:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-04T00:00:00Z,2025-12-04T01:00:00+01:00,2025-12-04T01:00:00Z,2025-12-04T02:00:00+01:00
23.858,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-04T01:00:00Z,2025-12-04T02:00:00+01:00,2025-12-04T02:00:00Z,2025-12-04T03:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-04T01:00:00Z,2025-12-04T02:00:00+01:00,2025-12-04T02:00:00Z,2025-12-04T03:00:00+01:00
19.811,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-04T02:00:00Z,2025-12-04T03:00:00+01:00,2025-12-04T03:00:00Z,2025-12-04T04:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-04T02:00:00Z,2025-12-04T03:00:00+01:00,2025-12-04T03:00:00Z,2025-12-04T04:00:00+01:00
18.142,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-04T03:00:00Z,2025-12-04T04:00:00+01:00,2025-12-04T04:00:00Z,2025-12-04T05:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-04T03:00:00Z,2025-12-04T04:00:00+01:00,2025-12-04T04:00:00Z,2025-12-04T05:00:00+01:00
21.921,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-04T05:00:00Z,2025-12-04T06:00:00+01:00,2025-12-04T06:00:00Z,2025-12-04T07:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-04T05:00:00Z,2025-12-04T06:00:00+01:00,2025-12-04T06:00:00Z,2025-12-04T07:00:00+01:00
28.066,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-04T06:00:00Z,2025-12-04T07:00:00+01:00,2025-12-04T07:00:00Z,2025-12-04T08:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-04T06:00:00Z,2025-12-04T07:00:00+01:00,2025-12-04T07:00:00Z,2025-12-04T08:00:00+01:00
28.535,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-04T07:00:00Z,2025-12-04T08:00:00+01:00,2025-12-04T08:00:00Z,2025-12-04T09:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-04T07:00:00Z,2025-12-04T08:00:00+01:00,2025-12-04T08:00:00Z,2025-12-04T09:00:00+01:00
17.866,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-04T08:00:00Z,2025-12-04T09:00:00+01:00,2025-12-04T09:00:00Z,2025-12-04T10:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-04T08:00:00Z,2025-12-04T09:00:00+01:00,2025-12-04T09:00:00Z,2025-12-04T10:00:00+01:00
12.514,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-04T09:00:00Z,2025-12-04T10:00:00+01:00,2025-12-04T10:00:00Z,2025-12-04T11:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-04T09:00:00Z,2025-12-04T10:00:00+01:00,2025-12-04T10:00:00Z,2025-12-04T11:00:00+01:00
24.579,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-04T10:00:00Z,2025-12-04T11:00:00+01:00,2025-12-04T11:00:00Z,2025-12-04T12:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-04T10:00:00Z,2025-12-04T11:00:00+01:00,2025-12-04T11:00:00Z,2025-12-04T12:00:00+01:00
12.999,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-04T13:00:00Z,2025-12-04T14:00:00+01:00,2025-12-04T14:00:00Z,2025-12-04T15:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-04T13:00:00Z,2025-12-04T14:00:00+01:00,2025-12-04T14:00:00Z,2025-12-04T15:00:00+01:00
20.024,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-04T15:00:00Z,2025-12-04T16:00:00+01:00,2025-12-04T16:00:00Z,2025-12-04T17:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-04T15:00:00Z,2025-12-04T16:00:00+01:00,2025-12-04T16:00:00Z,2025-12-04T17:00:00+01:00
20.109,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-04T16:00:00Z,2025-12-04T17:00:00+01:00,2025-12-04T17:00:00Z,2025-12-04T18:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-04T16:00:00Z,2025-12-04T17:00:00+01:00,2025-12-04T17:00:00Z,2025-12-04T18:00:00+01:00
23.246,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-04T17:00:00Z,2025-12-04T18:00:00+01:00,2025-12-04T18:00:00Z,2025-12-04T19:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-04T17:00:00Z,2025-12-04T18:00:00+01:00,2025-12-04T18:00:00Z,2025-12-04T19:00:00+01:00
24.185,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-04T18:00:00Z,2025-12-04T19:00:00+01:00,2025-12-04T19:00:00Z,2025-12-04T20:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-04T18:00:00Z,2025-12-04T19:00:00+01:00,2025-12-04T19:00:00Z,2025-12-04T20:00:00+01:00
19.845,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-04T19:00:00Z,2025-12-04T20:00:00+01:00,2025-12-04T20:00:00Z,2025-12-04T21:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-04T19:00:00Z,2025-12-04T20:00:00+01:00,2025-12-04T20:00:00Z,2025-12-04T21:00:00+01:00
20.766,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-04T20:00:00Z,2025-12-04T21:00:00+01:00,2025-12-04T21:00:00Z,2025-12-04T22:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-04T20:00:00Z,2025-12-04T21:00:00+01:00,2025-12-04T21:00:00Z,2025-12-04T22:00:00+01:00
16.756,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-04T21:00:00Z,2025-12-04T22:00:00+01:00,2025-12-04T22:00:00Z,2025-12-04T23:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-04T21:00:00Z,2025-12-04T22:00:00+01:00,2025-12-04T22:00:00Z,2025-12-04T23:00:00+01:00
15.834,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-04T22:00:00Z,2025-12-04T23:00:00+01:00,2025-12-04T23:00:00Z,2025-12-05T00:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-04T22:00:00Z,2025-12-04T23:00:00+01:00,2025-12-04T23:00:00Z,2025-12-05T00:00:00+01:00
19.922,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-04T23:00:00Z,2025-12-05T00:00:00+01:00,2025-12-05T00:00:00Z,2025-12-05T01:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-04T23:00:00Z,2025-12-05T00:00:00+01:00,2025-12-05T00:00:00Z,2025-12-05T01:00:00+01:00
22.031,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-05T00:00:00Z,2025-12-05T01:00:00+01:00,2025-12-05T01:00:00Z,2025-12-05T02:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-05T00:00:00Z,2025-12-05T01:00:00+01:00,2025-12-05T01:00:00Z,2025-12-05T02:00:00+01:00
22.446,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-05T01:00:00Z,2025-12-05T02:00:00+01:00,2025-12-05T02:00:00Z,2025-12-05T03:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-05T01:00:00Z,2025-12-05T02:00:00+01:00,2025-12-05T02:00:00Z,2025-12-05T03:00:00+01:00
20.33,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-05T02:00:00Z,2025-12-05T03:00:00+01:00,2025-12-05T03:00:00Z,2025-12-05T04:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-05T02:00:00Z,2025-12-05T03:00:00+01:00,2025-12-05T03:00:00Z,2025-12-05T04:00:00+01:00
20.352,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-05T03:00:00Z,2025-12-05T04:00:00+01:00,2025-12-05T04:00:00Z,2025-12-05T05:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-05T03:00:00Z,2025-12-05T04:00:00+01:00,2025-12-05T04:00:00Z,2025-12-05T05:00:00+01:00
17.73,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-05T05:00:00Z,2025-12-05T06:00:00+01:00,2025-12-05T06:00:00Z,2025-12-05T07:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-05T05:00:00Z,2025-12-05T06:00:00+01:00,2025-12-05T06:00:00Z,2025-12-05T07:00:00+01:00
22.873,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-05T06:00:00Z,2025-12-05T07:00:00+01:00,2025-12-05T07:00:00Z,2025-12-05T08:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-05T06:00:00Z,2025-12-05T07:00:00+01:00,2025-12-05T07:00:00Z,2025-12-05T08:00:00+01:00
24.296,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-05T07:00:00Z,2025-12-05T08:00:00+01:00,2025-12-05T08:00:00Z,2025-12-05T09:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-05T07:00:00Z,2025-12-05T08:00:00+01:00,2025-12-05T08:00:00Z,2025-12-05T09:00:00+01:00
24.749,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-05T08:00:00Z,2025-12-05T09:00:00+01:00,2025-12-05T09:00:00Z,2025-12-05T10:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-05T08:00:00Z,2025-12-05T09:00:00+01:00,2025-12-05T09:00:00Z,2025-12-05T10:00:00+01:00
25.623,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-05T09:00:00Z,2025-12-05T10:00:00+01:00,2025-12-05T10:00:00Z,2025-12-05T11:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-05T09:00:00Z,2025-12-05T10:00:00+01:00,2025-12-05T10:00:00Z,2025-12-05T11:00:00+01:00
26.172,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-05T10:00:00Z,2025-12-05T11:00:00+01:00,2025-12-05T11:00:00Z,2025-12-05T12:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-05T10:00:00Z,2025-12-05T11:00:00+01:00,2025-12-05T11:00:00Z,2025-12-05T12:00:00+01:00
20.8,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-05T11:00:00Z,2025-12-05T12:00:00+01:00,2025-12-05T12:00:00Z,2025-12-05T13:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-05T11:00:00Z,2025-12-05T12:00:00+01:00,2025-12-05T12:00:00Z,2025-12-05T13:00:00+01:00
23.473,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-05T12:00:00Z,2025-12-05T13:00:00+01:00,2025-12-05T13:00:00Z,2025-12-05T14:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-05T12:00:00Z,2025-12-05T13:00:00+01:00,2025-12-05T13:00:00Z,2025-12-05T14:00:00+01:00
